Date,Hour,DA_DEMD,DEMAND,DA_LMP,DA_EC,DA_MLC,RT_LMP,RT_EC,SYSLoad,RegCP
8,11,17694,18323,57.24,56.88,0.82,75.29,74.5,18644,46
8,12,18008,18721,62,60.92,0.87,63.94,66.96,19092,50
8,13,18222,18909,62.76,61.37,0.87,61.95,66.29,19258,54
8,14,18281,19107,65.02,63.27,0.88,71.41,77.77,19490,57
8,15,18532,19212,64.99,63.24,0.89,64.56,66.14,19622,49
8,16,18384,19304,66.08,64.14,0.9,66.39,70.89,19707,64
8,17,18412,19441,64.65,63.14,0.84,77.1,79,19831,62
8,18,17988,19332,63.63,62.44,0.83,91.28,93.56,19700,60.6
8,19,17544,18987,56.62,56.15,0.75,72.07,74.49,19377,60.39
8,20,17123,18605,54.98,54.73,0.74,58.03,58.66,19002,62.69
8,21,17191,18548,56,55.57,0.76,68.16,67.72,18921,50
8,22,16838,17915,53.66,53.53,0.73,63.85,63.45,18266,65
8,23,15092,16189,48.73,48.09,0.64,52.74,52.35,16446,53.74
8,24,13291,14433,46.2,45.59,0.61,47.34,47.07,14597,61.61
9,1,11717,13115,42.87,42.32,0.55,43.75,43.45,13271,54.15
9,2,11236,12264,40,39.49,0.51,47.96,47.55,12424,45
9,3,11188,11799,38.9,38.4,0.5,46.63,46.24,11962,67
9,4,11130,11524,37.85,37.36,0.49,43.76,43.34,11693,54
9,5,11144,11617,38,37.5,0.5,48.22,47.75,11788,44
9,6,11490,12230,39,38.48,0.52,52.68,52.14,12406,61.09
9,7,12211,13623,43.23,42.63,0.6,37.59,37.15,13786,58
9,8,14668,15442,49.9,49.21,0.69,45.84,45.39,15645,52
9,9,16008,16752,51.5,50.8,0.7,52.29,51.84,17021,55
9,10,16793,17645,56.24,55.47,0.76,54.96,54.45,17928,50.7
9,11,17331,18256,61.45,60.78,0.83,60,59.47,18570,58.68
9,12,17624,18491,63.8,63.04,0.84,60.91,60.37,18808,40.89
9,13,17907,18450,62.54,61.93,0.82,55.43,54.9,18764,46
9,14,18046,18387,65.96,64.55,0.85,54.11,53.62,18711,65
9,15,18007,18269,66.12,64.68,0.86,52.81,52.39,18579,45
9,16,17989,18093,66.21,64.48,0.85,52.98,52.55,18386,42
9,17,17832,17974,64.6,63.75,0.85,52.96,52.5,18263,55
9,18,17457,17684,63,62.27,0.83,54.12,53.63,17887,47
9,19,16778,17148,55.88,55.57,0.75,47.81,47.35,17337,41
9,20,16299,16566,54.76,53.98,0.73,46.04,45.57,16720,45
9,21,16416,16491,54.72,53.93,0.75,46.87,46.37,16637,52.12
9,22,16025,16280,52.69,51.98,0.71,50.59,50.14,16408,61
9,23,14683,14965,48.7,48.05,0.65,46.55,46.12,15121,63.69
9,24,12810,13420,46,45.39,0.61,37.17,36.77,13534,41
10,1,11798,12191,42.43,41.9,0.53,33.24,32.84,12318,59.36
10,2,11518,11370,41.73,41.22,0.51,28.71,28.36,11489,65
10,3,11257,10878,39.68,39.19,0.49,28.66,28.31,11004,48
10,4,11237,10596,39.33,38.84,0.49,29.32,28.97,10722,60
10,5,11029,10522,39.68,39.18,0.5,35.43,35,10648,61
10,6,11012,10564,39.33,38.83,0.5,13.09,12.94,10696,61.56
10,7,11034,11207,38.58,38.06,0.52,28.44,28.1,11349,47
10,8,11946,12488,42.2,41.62,0.57,41.1,40.73,12630,43.94
10,9,13530,13945,47.71,47.84,0.66,46.61,46.22,14081,41.2
10,10,14809,15103,50.78,51.09,0.7,49.89,49.31,15270,46
10,11,15445,15901,55.6,55.78,0.75,52.47,51.81,16090,49
10,12,15666,16283,56.82,59.35,0.78,52.88,52.22,16501,61
10,13,15757,16375,57.77,62.49,0.82,53.19,52.54,16591,57
10,14,15768,16359,58.54,63.44,0.82,52.66,52.05,16592,48
10,15,15799,16306,58.97,63.94,0.83,51.47,50.9,16529,60
10,16,15833,16369,59.28,64.22,0.84,51.59,51.05,16581,44
10,17,15846,16506,59.28,64.24,0.84,54.87,57.16,16744,42
10,18,15766,16582,58.5,63.54,0.84,53.88,57.44,16827,58.39
10,19,15309,16422,55.25,59.93,0.79,51.3,55.02,16642,52.53
10,20,15176,16086,53.62,53.92,0.73,51.26,54.95,16290,46.11
10,21,15169,16152,53.87,54.15,0.73,54.12,54.99,16358,47
10,22,14916,16067,53.62,53.92,0.73,53.26,52.8,16281,53
10,23,13685,14935,48.92,49.21,0.65,49.04,48.66,15117,51.98
10,24,12781,13610,43.05,43.47,0.56,40.51,40.21,13754,41
11,1,11227,12454,40.02,39.51,0.51,41.1,40.74,12583,56.26
11,2,10658,11686,36.3,35.85,0.45,46.28,45.9,11798,56
11,3,10211,11139,35.83,35.38,0.45,43.7,43.34,11266,48
11,4,10015,10814,34.47,34.03,0.44,35.96,35.65,10939,43
11,5,9791,10676,34.47,34.03,0.44,39.81,39.46,10801,46
11,6,9790,10554,34.47,34.02,0.45,29.4,29.16,10681,50.6
11,7,10290,10878,33,32.56,0.44,33.16,32.9,10993,55.21
11,8,10763,11854,38.04,37.51,0.53,35.13,34.82,11980,58.65
11,9,12502,13130,42.74,42.15,0.59,37.59,37.18,13281,51.99
11,10,13496,14250,48.83,48.17,0.66,51.67,51.05,14406,42.43
11,11,14472,15031,51.9,51.21,0.69,53.74,52.97,15227,41
11,12,14912,15536,54.95,54.23,0.72,55.2,54.45,15762,64
11,13,15079,15814,55.43,54.71,0.72,59.9,59.09,16056,54
11,14,15013,15881,56.86,56.13,0.73,60.98,60.19,16127,57
11,15,15081,15888,58.5,57.59,0.74,60.38,59.59,16148,61
11,16,15100,15977,58.66,57.73,0.74,60.41,59.61,16251,56
11,17,15084,16151,58.49,57.57,0.75,59.48,58.69,16428,58
11,18,15127,16269,58.66,57.71,0.76,60.04,59.26,16551,65
11,19,14927,16058,55.43,54.71,0.72,55.26,54.56,16327,46
11,20,14697,15732,53.69,52.99,0.7,54.22,53.57,15965,58
11,21,14822,15979,54.42,53.7,0.72,58.52,57.75,16222,53
11,22,14613,15804,54.97,54.26,0.71,58.72,58.02,16074,61
11,23,13520,14460,48.91,48.29,0.62,46.43,45.86,14680,55.4
11,24,12430,12996,42.84,42.3,0.54,40.06,39.67,13148,60
12,1,11124,11931,42.8,42.25,0.55,38.87,38.56,12066,59.07
12,2,10748,11302,39.92,39.41,0.51,39.09,38.77,11423,42.37
12,3,10634,10965,39.27,38.76,0.51,38.25,37.91,11099,50
12,4,10519,10835,37.94,37.45,0.49,40.74,40.38,10968,63
12,5,10543,11051,37.94,37.44,0.5,42.18,41.78,11190,53
12,6,10975,11797,39.33,38.81,0.52,39.02,38.63,11939,52.55
12,7,12021,13299,41.53,40.97,0.56,35.2,34.85,13440,43.5
12,8,14230,15188,45.86,45.22,0.62,48.78,48.39,15354,42.05
12,9,15811,16460,46.83,46.2,0.63,46.96,46.64,16630,42.06
12,10,16850,17273,50.74,50.41,0.68,49.54,49.17,17510,59
12,11,17553,17942,55.73,55.51,0.74,62.38,57.61,18235,46
12,12,17919,18192,56.04,55.86,0.74,53.9,51.71,18477,43
12,13,18090,18287,56.11,55.98,0.74,58.18,54.33,18589,60
12,14,18274,18378,56.55,56.41,0.73,57.18,52.15,18661,62
12,15,18270,18273,59.04,58.46,0.76,50.37,49.94,18553,67
12,16,18279,18093,60.64,59.63,0.78,47.18,46.77,18352,58
12,17,18316,17908,60.52,59.8,0.79,49.55,48.3,18180,54.96
12,18,18041,17626,60.52,59.78,0.79,52.24,51.13,17903,62.59
12,19,17635,17202,54.98,54.86,0.72,57.62,53.28,17491,56.87
12,20,17152,16878,53.47,53.44,0.7,47.42,47.07,17131,47.96
12,21,17284,16957,53.59,53.53,0.72,48.95,48.57,17210,40.64
12,22,16557,16405,52.79,52.74,0.7,48.24,47.84,16640,56
12,23,14988,14828,44.1,43.53,0.57,43.28,42.85,15018,48.48
12,24,13266,13267,44.78,44.22,0.56,38.88,38.48,13387,57.67
13,1,11379,12132,40.92,40.46,0.46,38.66,38.23,12286,51.97
13,2,11182,11469,39.04,38.6,0.44,38.68,38.25,11631,55
13,3,11049,11097,37.16,36.73,0.43,40.56,40.09,11281,40.84
13,4,10776,10929,37.16,36.73,0.43,42.25,41.72,11093,41.2
13,5,10896,11102,37.16,36.73,0.43,42.4,41.88,11262,47
13,6,11324,11866,37.95,37.51,0.44,39.89,39.4,12039,47.05
13,7,12014,13338,41.82,41.33,0.49,45.92,45.46,13470,45.07
13,8,13984,15071,49.02,48.45,0.57,50.28,49.87,15231,44.06
13,9,15467,16164,49.84,49.27,0.57,47.33,46.98,16314,43.63
13,10,16649,16779,52.05,51.45,0.6,46.58,46.17,17016,43
13,11,17349,17227,55.75,55.29,0.64,46.62,46.2,17487,61
13,12,17571,17402,56.19,55.95,0.64,56.83,56.2,17653,64
13,13,17677,17386,55.95,55.81,0.64,52.91,52.3,17648,52
13,14,17753,17379,58.55,58.01,0.66,43.47,43.1,17620,46
13,15,17759,17155,56.27,56.13,0.65,43.65,43.26,17411,58
13,16,17562,16974,57.76,57.53,0.67,44.26,43.93,17214,51
13,17,17673,16912,56.27,56.11,0.66,44.29,43.89,17174,52
13,18,17539,16870,55.78,55.61,0.65,44.6,44.19,17104,42.89
13,19,16981,16625,54.6,53.96,0.64,46.67,46.27,16857,42.12
13,20,16588,16342,52.54,51.87,0.61,43.63,43.21,16605,46
13,21,16763,16288,53.17,52.55,0.62,45.62,45.22,16522,51
13,22,16242,15663,51.82,51.22,0.6,43.93,43.6,15870,56
13,23,14740,14203,46.26,45.72,0.54,42.18,41.78,14389,57
13,24,12754,12780,43.31,42.81,0.5,38.87,38.53,12907,49.3
14,1,11433,11703,42.86,42.39,0.47,34.19,33.86,11840,60.49
14,2,11045,11077,39.46,39.02,0.44,33.99,33.59,11222,63
14,3,10876,10762,37.16,36.74,0.42,32.69,32.3,10923,63
14,4,10662,10634,37.16,36.74,0.42,23.29,23,10810,52
14,5,10880,10869,37.16,36.73,0.43,9.52,9.41,11009,51
14,6,11206,11601,38.71,38.27,0.44,38.75,38.29,11746,47
14,7,12580,13151,44.45,43.93,0.52,37.18,36.77,13282,48.87
14,8,14880,14881,47.02,46.48,0.54,48.33,47.86,15073,55.94
14,9,15907,15953,50.48,49.91,0.57,54.79,54.11,16118,49.32
14,10,16669,16652,52.17,51.55,0.59,43.6,43.08,16875,41
14,11,17299,17114,54.14,53.51,0.6,43.66,43.12,17332,62
14,12,17671,17345,54.6,54.33,0.61,45.77,45.18,17583,51
14,13,17780,17408,54.79,54.55,0.61,46.5,45.91,17635,42.4
14,14,17845,17556,58.61,57.73,0.62,49.07,48.5,17786,42.4
14,15,17708,17510,59.34,58.32,0.65,51.51,50.93,17780,43.59
14,16,17735,17411,59.68,58.6,0.65,52.81,52.24,17678,46.97
14,17,17706,17388,59.02,58.05,0.65,51.59,51.02,17657,48
14,18,17381,17238,60.91,59.55,0.66,49.34,48.82,17510,53
14,19,17072,16984,56.86,56.21,0.62,46.76,46.28,17249,54
14,20,16613,16732,56.14,54.59,0.61,44.81,44.33,16979,46.86
14,21,16938,16822,55.3,54.28,0.62,48.36,47.86,17069,63.71
14,22,16339,16214,53.59,52.8,0.6,49.36,48.78,16467,47.17
14,23,14742,14705,48.8,48.26,0.54,42.89,42.38,14893,40.73
14,24,12905,13173,45.84,45.34,0.5,38,37.62,13314,45.3
15,1,11074,12031,42.36,41.91,0.45,38.58,38.27,12182,50
15,2,10767,11380,39.07,38.65,0.43,34.09,33.81,11520,47
15,3,10399,11057,37.11,36.71,0.4,33.66,33.38,11190,57
15,4,10291,10911,36.47,36.08,0.39,34.03,33.71,11048,40
15,5,10375,11084,37.11,36.7,0.42,34.66,34.34,11239,49
15,6,11060,11868,38.15,37.73,0.42,33.79,33.44,12049,57
15,7,12322,13388,42.84,42.37,0.47,46.36,45.8,13535,43
15,8,14328,15182,45.91,45.4,0.51,51.92,51.37,15376,67
15,9,15320,16308,49.71,49.16,0.55,50.49,50.04,16522,63
15,10,16026,17101,53,52.41,0.59,60.59,60.08,17324,45
15,11,16356,17715,56.75,55.89,0.61,71.76,71.17,17947,58
15,12,16510,18061,58.54,57.69,0.63,69.5,68.85,18270,67
15,13,16690,18215,59.73,59.09,0.64,70.27,69.64,18431,61
15,14,16774,18431,60.53,59.66,0.65,68.81,68.18,18660,52
15,15,16783,18566,63.99,61.36,0.67,73.37,72.69,18788,56
15,16,16835,18580,63.73,61.42,0.67,66.61,66.09,18807,44
15,17,16859,18534,59.75,58.88,0.64,70.37,69.77,18764,42
15,18,16646,18344,62.17,60.23,0.65,69.13,68.51,18560,52
15,19,16024,17918,59.17,57.62,0.63,57.32,56.75,18125,67
15,20,16059,17486,56.83,55.29,0.61,47.54,47.04,17680,64
15,21,16109,17509,57.12,55.58,0.62,57.63,56.93,17695,41
15,22,15654,17116,51.87,51.3,0.57,67.57,66.9,17277,67
15,23,14186,15560,47.46,46.94,0.52,52.49,51.87,15716,58
15,24,12475,13880,45.42,44.93,0.49,41.21,40.73,14005,45
16,1,11218,12544,41.5,41.06,0.45,35.44,35.03,12686,60
16,2,11031,11787,38.84,38.42,0.43,38.57,38.1,11933,49
16,3,10915,11342,37.07,36.67,0.41,37.02,36.55,11483,67
16,4,10564,11145,37,36.6,0.41,38.51,38.01,11293,51.02
16,5,10837,11287,37.07,36.66,0.42,43.28,42.73,11439,65.62
16,6,11084,11933,38.58,38.15,0.43,37.43,36.92,12084,43
16,7,12130,13378,42.07,41.59,0.48,41.61,41.04,13526,45
16,8,14210,15266,48.61,48.06,0.55,49.6,48.91,15438,43
16,9,15738,16657,49.18,48.63,0.55,54.31,53.51,16899,42
16,10,16611,17645,53.87,53.04,0.59,65.15,64.23,17905,59
16,11,16823,18296,58.55,57.07,0.64,70.34,69.47,18537,64
16,12,17160,18613,59.35,57.8,0.63,67.68,66.82,18862,55
16,13,17366,18648,60.25,58.69,0.64,58.54,57.72,18899,49
16,14,17307,18688,63,61.04,0.67,59.51,58.72,18973,56
16,15,17308,18589,63.24,61.27,0.67,63.14,62.41,18883,51
16,16,17301,18489,63,61.14,0.67,60.44,59.8,18784,64
16,17,17264,18405,60.64,59.3,0.66,55.69,55.05,18698,65
16,18,17165,18128,59.85,58.55,0.65,59.32,58.66,18429,63
16,19,16734,17674,55.5,54.29,0.62,51.8,51.18,17968,44
16,20,16261,17134,51.73,51.05,0.58,49.37,48.78,17386,49
16,21,16317,17168,52.96,52.22,0.61,52.85,52.2,17405,50
16,22,15788,16938,50.4,49.83,0.57,58.16,57.5,17131,43
16,23,14498,15608,45.43,44.92,0.51,49.54,48.89,15829,51
16,24,12779,14106,43.96,43.48,0.48,43.87,43.39,14250,42
17,1,11903,12862,45.17,44.67,0.5,45.04,44.63,12996,62
17,2,11483,12074,42.26,41.79,0.47,45.32,44.96,12268,41
17,3,11143,11582,40.59,40.12,0.47,41.34,40.99,11715,66.06
17,4,10963,11278,39.15,38.7,0.45,37.89,37.55,11411,66.06
17,5,10922,11200,38.79,38.35,0.44,35.75,35.44,11332,48
17,6,10964,11276,38.56,38.11,0.45,36.42,36.1,11408,55
17,7,11265,11926,37.52,37.1,0.42,35.49,35.16,12063,43
17,8,11990,13314,43.84,43.35,0.49,67.88,67.21,13495,43
17,9,13473,14971,44.49,44,0.49,57.48,56.74,15178,45
17,10,14685,16296,49.31,48.77,0.54,65.28,64.42,16515,64
17,11,15199,17172,53.04,52.18,0.57,75.82,74.76,17447,66.3
17,12,15380,17604,56.71,55.41,0.61,80.3,79.16,17899,61.05
17,13,15573,17758,57.71,56.3,0.61,71.71,70.78,18059,51.29
17,14,15553,17773,59.55,57.93,0.63,69.53,69.28,18077,46.35
17,15,15526,17786,59.56,57.95,0.62,67.71,76.92,18108,40.98
17,16,15443,17867,61.15,58.53,0.63,68.99,68.36,18199,57.24
17,17,15524,18027,59.58,57.92,0.67,65.67,65.05,18351,63
17,18,15502,18062,59.57,57.9,0.67,72.74,72.02,18373,61
17,19,15358,17726,55.82,54.6,0.64,69.49,68.73,18025,60
17,20,15100,17323,54.2,53.16,0.63,64.35,63.61,17622,57
17,21,15160,17415,57.26,56.52,0.67,74.58,73.65,17702,60
17,22,14821,17137,56.41,55.69,0.66,75.8,74.79,17381,62
17,23,13934,15959,50.57,49.99,0.58,55.22,54.53,16180,46
17,24,12603,14497,44.89,44.38,0.51,48.99,48.55,14676,66.76
18,1,11829,13288,43.87,43.36,0.51,45.46,45.12,13429,65
18,2,11824,12362,42.21,41.72,0.49,44.33,43.98,12505,52.09
18,3,11406,11781,40.27,39.8,0.47,47.53,47.05,11945,49.95
18,4,11151,11457,38.64,38.18,0.46,44.53,44.11,11622,49.57
18,5,11078,11308,36.68,36.25,0.43,43.13,42.74,11452,49.57
18,6,11083,11216,36.53,36.1,0.43,40.87,40.49,11361,46
18,7,11440,11478,35.9,35.46,0.44,35.45,35.09,11638,46
18,8,11662,12434,39.89,39.4,0.49,37.97,37.55,12707,55
18,9,12717,13786,43.5,42.97,0.53,46.21,45.71,13945,50
18,10,13832,15071,53.67,51.44,0.64,54.65,53.87,15264,66.02
18,11,14603,16087,58.94,55.75,0.68,72.1,71.19,16275,55
18,12,14984,16776,59.12,56.02,0.67,72.38,71.61,16959,47
18,13,15273,17167,59.2,56.13,0.66,65.51,64.8,17379,42
18,14,15210,17286,61.7,58.23,0.68,52.31,51.7,17502,61
18,15,15153,17256,64.13,60.25,0.71,55.45,54.82,17487,67
18,16,15153,17238,64.12,60.26,0.7,67.6,66.81,17463,58
18,17,15212,17289,65.68,61.52,0.72,62.29,61.6,17517,46
18,18,15279,17305,66.46,62.41,0.75,62.19,61.52,17547,60
18,19,15301,17131,57.26,56.58,0.68,69.01,68.27,17359,43
18,20,15159,17057,55.43,54.77,0.66,67.4,66.66,17271,56
18,21,15181,17364,58.9,58.2,0.7,75.19,74.46,17581,51
18,22,14815,16853,57.74,57.05,0.69,60.3,59.64,17056,64.96
18,23,14029,15484,48.56,47.98,0.58,52.88,52.15,15699,67
18,24,12706,14001,41.23,40.75,0.48,43.85,43.33,14175,58
19,1,12164,12907,41.87,41.37,0.5,45.27,44.75,13061,54.25
19,2,12021,12262,41.04,40.54,0.5,45.51,44.87,12453,51.39
19,3,11855,11924,39.88,39.4,0.48,41.43,40.87,12094,50.66
19,4,11949,11772,38.55,38.07,0.48,40.01,39.5,11931,50.66
19,5,12058,11967,38.74,38.27,0.47,42.14,41.56,12138,57
19,6,12219,12821,39.88,39.4,0.48,44.01,43.42,12973,50.8
19,7,13134,14367,42.11,41.6,0.51,43.83,43.21,14505,50.71
19,8,15207,16228,46.67,46.11,0.56,49.69,49.02,16425,51.11
19,9,16442,17393,46.73,46.15,0.58,46.86,46.37,17619,62.87
19,10,17330,18194,51.75,51.05,0.64,52.38,51.78,18430,63.86
19,11,17871,18793,57.44,55.07,0.69,64.57,65.45,19034,52.96
19,12,18078,19030,58.38,55.76,0.7,56.82,61.7,19285,49.89
19,13,18081,19108,57.94,55.83,0.7,57.73,64.41,19333,61
19,14,18180,19201,60.61,58.26,0.73,50.52,73.09,19491,46
19,15,18161,19178,59.84,57.56,0.72,56.06,63.06,19442,57
19,16,18160,19209,59.28,56.63,0.71,64.53,66.76,19477,42
19,17,18032,19336,57.25,58.1,0.69,64.21,65.04,19612,41
19,18,17951,19325,57.65,57.51,0.69,59.36,62.16,19595,44
19,19,17627,19021,53.21,52.4,0.63,58.12,62.57,19202,47
19,20,17197,18613,50.39,49.79,0.6,49.93,49.95,18865,61
19,21,17407,18711,51.64,51.01,0.63,54.25,53.76,18957,65
19,22,16632,18191,49.36,48.77,0.59,59.03,58.44,18431,59.59
19,23,14943,16455,44.32,43.79,0.53,59.89,59.11,16662,60.72
19,24,12761,14727,44.2,43.67,0.53,52.86,52.24,14894,53.42
20,1,12993,13408,44.64,44.12,0.52,52.92,52.27,13570,62
20,2,12502,12683,43.23,42.71,0.52,45.12,44.56,12856,51.24
20,3,12052,12270,40.76,40.28,0.48,40.59,40.13,12427,51.73
20,4,11984,12069,38.61,38.15,0.46,27.85,27.48,12223,51.29
20,5,12092,12219,39.58,39.11,0.47,36.52,36.03,12383,41
20,6,12583,13044,41.49,40.99,0.5,37.71,37.2,13211,50.64
20,7,14087,14627,44.57,44.04,0.53,42.85,42.29,14795,60.26
20,8,16248,16594,46.71,46.15,0.56,41.97,41.55,16794,58.55
20,9,17525,17956,49.35,48.92,0.59,44.08,43.72,18164,61.96
20,10,18495,18994,54.25,53.27,0.64,49.08,48.43,19235,63.69
20,11,19221,19925,58.87,58.7,0.69,58.78,57.84,20272,63.69
20,12,19781,20606,58.98,58.73,0.68,69.43,66.23,21000,63.69
20,13,19916,21041,61.98,61.75,0.71,71.07,63.9,21370,61.02
20,14,19938,21453,64.4,64.81,0.73,70.28,69.67,21784,51.86
20,15,19885,21596,65.06,65.73,0.75,80.1,89.77,21923,46.49
20,16,19820,21704,66.26,66.39,0.75,74.28,102.3,22025,60.64
20,17,19769,21822,66,66.05,0.76,73.47,111.66,22144,45
20,18,19736,21648,62.44,64.11,0.74,67.69,112.88,21979,64
20,19,19357,21080,58.17,59.72,0.69,57.41,84.82,21408,59
20,20,18753,20421,54.2,59.29,0.69,54.47,65.61,20728,65
20,21,18818,20332,54.16,58.28,0.69,76.77,75.87,20645,64.16
20,22,18116,19710,53.48,53.36,0.62,78.6,77.76,19959,53.35
20,23,16738,17716,45.65,45.12,0.53,62.73,61.86,17954,65
20,24,14549,15684,45.14,44.63,0.51,46.48,45.87,15895,55.47
21,1,13714,14119,43.93,43.41,0.52,40.42,39.77,14319,50.02
21,2,13029,13247,41.5,41.01,0.49,43,42.31,13457,42
21,3,12954,12648,41,40.51,0.49,43.05,42.36,12869,65
21,4,12770,12345,38,37.54,0.46,43.09,42.41,12571,52
21,5,12773,12417,38.5,38.03,0.47,43.09,42.41,12644,57
21,6,12959,13048,40.67,40.18,0.49,40.75,40.04,13279,50
21,7,14271,14549,43.63,43.1,0.53,39.79,39.22,14743,52.04
21,8,16577,16498,47.55,46.97,0.58,44.91,44.4,16704,55.7
21,9,18065,18021,54.15,49.92,0.6,46.09,45.6,18258,50.95
21,10,19098,19195,60.7,55.79,0.67,50.12,49.57,19480,53.62
21,11,20071,20255,65.9,58.61,0.7,52.87,52.28,20574,51.97
21,12,20557,20962,66.45,60.79,0.71,55.28,54.54,21302,46.39
21,13,20794,21432,70.53,64.22,0.75,63.73,62.7,21751,43.3
21,14,20924,21878,72.64,66.07,0.76,63.31,62.53,22202,52
21,15,20934,22100,73.54,66.66,0.77,74.29,76.1,22416,67
21,16,20957,22191,74.83,66.52,0.77,74.1,77.58,22513,42
21,17,21003,22231,75.7,67.02,0.79,70.82,74.61,22547,55.35
21,18,20932,21960,71.5,66.07,0.78,64.94,69.3,22279,59.65
21,19,20391,21309,66.7,60.99,0.73,56.92,57.97,21634,57.6
21,20,19662,20602,61.67,58.9,0.71,52.46,52.5,20920,51.06
21,21,19744,20523,59.91,57.75,0.7,61.77,56.73,20819,45.21
21,22,19066,19880,56.3,54.77,0.66,56.91,54.77,20141,49.29
21,23,17149,17880,49.46,48.81,0.58,49.5,48.81,18125,59
21,24,14647,15921,47.1,46.56,0.54,44.82,44.22,16115,42
22,1,13377,14374,43.5,42.98,0.52,37.34,36.91,14553,41.29
22,2,13114,13471,41.71,41.21,0.5,24.5,24.18,13648,57
22,3,13046,12919,41.54,41.03,0.51,33.25,32.8,13104,64
22,4,12886,12630,39.46,38.97,0.49,27.17,26.79,12826,45
22,5,12898,12717,39.35,38.86,0.49,33.48,33,12917,55
22,6,13082,13411,41.29,40.77,0.52,38.66,38.18,13600,57
22,7,14284,14923,44.27,43.71,0.56,41.22,40.7,15083,43.65
22,8,16448,16911,49.63,49.02,0.61,45.34,44.83,17113,61
22,9,18095,18479,51.19,51.04,0.63,47.42,46.98,18733,48
22,10,19102,19754,58.95,58.09,0.71,54.53,54,20040,43
22,11,20106,20906,65,63.47,0.76,64.53,63.9,21218,56
22,12,20521,21698,66.95,65.86,0.78,72.64,70.54,22027,58
22,13,20657,22119,68.88,67.34,0.79,78.8,62.47,22455,40
22,14,20932,22580,70.28,68.67,0.79,78.6,66.54,22938,42
22,15,21163,22779,70.64,70.45,0.81,80.38,76.72,23139,61
22,16,21198,22797,70.63,70.44,0.82,80.71,64.85,23147,46
22,17,21193,22714,70.51,70.42,0.84,79.02,67.13,23062,44
22,18,20733,22298,70,69.54,0.83,62.26,72.17,22632,56.2
22,19,20170,21546,65,64.54,0.77,62.98,62.88,21849,52.96
22,20,19724,20789,61.29,62.02,0.75,52.2,56.53,21110,43.77
22,21,19832,20681,61.37,60.76,0.75,64.65,65.45,20988,61
22,22,19080,20010,60,59.61,0.73,60.58,60.47,20315,53.34
22,23,17264,18093,55.32,55.02,0.67,55.97,55.41,18380,47.91
22,24,14970,16161,48.82,48.24,0.58,47.82,47.28,16353,49.64
23,1,12979,14719,42.25,41.76,0.49,42.56,41.99,14968,42
23,2,12750,13893,41.03,40.54,0.49,44.49,43.87,14135,44
23,3,12449,13419,40.16,39.68,0.48,43.51,42.92,13658,47
23,4,12366,13197,38.57,38.11,0.46,41.54,40.97,13437,41
23,5,12396,13311,38.97,38.49,0.48,45.1,44.39,13587,45
23,6,12737,14134,40.77,40.27,0.5,44.22,43.57,14386,57
23,7,13705,15666,43.15,42.62,0.53,45.66,44.99,15895,48.86
23,8,15948,17554,49.13,48.53,0.6,55.34,54.7,17795,54.47
23,9,17603,18990,49.75,50.44,0.63,50.8,50.27,19281,54.47
23,10,18904,19944,54.57,55.21,0.68,53.73,53.17,20246,49
23,11,19565,20780,59.31,59.58,0.73,60.75,58.52,21128,53
23,12,20096,21355,59.08,60.59,0.73,69.65,67.57,21697,48
23,13,20281,21642,61.48,61.2,0.73,69.75,62.22,21981,49
23,14,20328,21819,63.5,62.01,0.73,70.35,64.55,22160,59
23,15,20457,21744,63.75,62.8,0.75,69.54,62.11,22076,49
23,16,20417,21528,62.63,62.76,0.75,69.29,61.02,21856,40
23,17,20259,21121,60.84,61.32,0.73,63.7,57.52,21444,43
23,18,19868,20493,59.17,60.39,0.73,51.92,51.27,20744,44.73
23,19,19249,19767,55.74,58.33,0.72,50.15,49.55,20083,43.76
23,20,18848,19249,51.93,56.31,0.69,48.23,47.73,19531,46
23,21,18863,19244,51.61,55.97,0.71,49.29,48.73,19541,60
23,22,18330,18667,51.45,51.9,0.64,49.27,48.61,18952,43.09
23,23,16473,17235,47.35,46.78,0.57,47.18,46.5,17488,44.73
23,24,14486,15652,44.73,44.19,0.54,44.36,43.7,15878,43.04
24,1,12582,14442,44.08,43.55,0.53,45.74,45.1,14660,50.39
24,2,11919,13602,42.2,41.69,0.51,44.16,43.65,13801,45.07
24,3,11836,13075,41.1,40.59,0.51,46.09,45.51,13291,46.03
24,4,11706,12770,40.57,40.07,0.5,44.85,44.27,12992,46.14
24,5,11598,12691,40.06,39.57,0.49,44.91,44.33,12912,45.02
24,6,11772,12861,39.85,39.35,0.5,43.2,42.61,13083,45.02
24,7,12254,13329,40.06,39.56,0.5,43.81,43.18,13544,46.79
24,8,13253,14303,43.61,43.06,0.55,43.03,42.53,14501,50.14
24,9,14778,15461,48.98,48.36,0.62,47.9,47.76,15682,59.07
24,10,15587,16318,54.48,55.31,0.71,54.45,56.09,16568,57.9
24,11,16223,16727,56.63,58.56,0.75,53.88,53.32,16977,50.62
24,12,16372,16739,56.86,59.87,0.75,49.55,49.03,17010,45.02
24,13,16291,16523,57.12,60.03,0.76,47.16,46.71,16778,42.38
24,14,16237,16223,56.86,59.84,0.75,44.64,44.26,16466,40.6
24,15,16634,15884,56.59,55.89,0.7,42.14,41.66,16113,40.47
24,16,16530,15667,56.74,56.03,0.71,41.74,41.22,15890,40.42
